"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Terrabacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.69662950098271	0	1.78232256057512	0.0380744906377139	0.107575544976398	0.0746993144381064	0.136559684207163	NA	"prevalence"	64	59
"Iamia"	"Reads"	"Reads"	"Reads"	0.135716002361911	-0.0299366818476919	0.0694967994938929	0.0383639539556432	0.108107395315638	0.0383639539556432	0.0854968116725764	NA	"abundance"	64	64
"Ferrovibrio"	"Reads"	"Reads"	"Reads"	1.06603438201422	0	0.515136050784019	0.0385064118030155	0.108223283699001	0.0755300798560875	0.13771978197136	NA	"prevalence"	64	37
"Acidicapsa"	"Reads"	"Reads"	"Reads"	0.521176473712681	-0.0299366818476919	0.257335849573188	0.0386102149078123	0.108230208717962	0.00940383551597844	0.0296031055256362	NA	"abundance"	64	58
"Motilibacter"	"Reads"	"Reads"	"Reads"	8.57565412912914	0	4.14881019299062	0.0387327126654661	0.108289364206067	0.0716363753233857	0.133391871291822	NA	"prevalence"	64	60
"Candidatus_Captivus"	"Reads"	"Reads"	"Reads"	2.51105819216812	0	1.22205387796665	0.0398997586928189	0.111260945911046	0.065289862549838	0.125493703473654	NA	"prevalence"	64	60
"Mycobacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.73177370296611	0.361621063769622	0.371959118537988	0.0401658732746053	0.111536555908951	0.0401658732746053	0.0879303468955636	NA	"abundance"	64	64
"Paenibacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.900933809564997	0.361621063769622	0.573766767712781	0.0402074663154927	0.111536555908951	0.0402074663154927	0.0879303468955636	NA	"abundance"	64	64
"Coprothermobacter"	"Reads"	"Reads"	"Reads"	-0.562763002303503	-0.0299366818476919	0.24773592733025	0.0405460874307607	0.112184511336923	0.0794481896555784	0.143743889531485	NA	"abundance"	64	38
"Leptothrix"	"Reads"	"Reads"	"Reads"	1.00456685603613	0	0.491891997792382	0.0411266536822712	0.113496811712314	0.080561905721441	0.145384210325068	NA	"prevalence"	64	25
"Hymenobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.30962759558176	0.361621063769622	0.473465751768082	0.0415807439537762	0.114454212738745	0.0415807439537762	0.0898144069401567	NA	"abundance"	64	63
"Penicillium_digitatum_PHI26"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.20093862870925	0.361621063769622	0.69204821741462	0.0424901235610939	0.116656688851538	0.0831748365219508	0.149714705739512	NA	"abundance"	64	18
"Bryocella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.77200145052334	0.361621063769622	0.663176594446003	0.0426871966905181	0.116897246321726	0.00509790191700895	0.0194496040529363	NA	"abundance"	64	54
"Blastococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.463794262339905	0.361621063769622	0.370063205612196	0.0432242909056659	0.117993922333301	0.0432242909056659	0.0925105250481019	NA	"abundance"	64	64
"Effusibacillus"	"Reads"	"Reads"	"Reads"	-1.61886258838158	0	0.801131082678319	0.0433086306691518	0.117993922333301	0.0847416238478665	0.152144808033766	NA	"prevalence"	64	10
"Conexibacter"	"Reads"	"Reads"	"Reads"	0.492004374940282	-0.0299366818476919	0.250983690632298	0.0437702736387677	0.118948224545048	0.0437702736387677	0.0933943224754253	NA	"abundance"	64	63
"Nitrospira"	"Reads"	"Reads"	"Reads"	4.41400002320682	0	2.19204907741133	0.0440472324757178	0.119397066710829	0.0861543062626657	0.1542865382561	NA	"prevalence"	64	62
"Candidatus_Protochlamydia"	"Reads"	"Reads"	"Reads"	-0.462660210123269	-0.0299366818476919	0.20745934496569	0.0442392417271451	0.119613949783775	0.0442392417271451	0.0941089324013813	NA	"abundance"	64	64
"Elstera"	"Reads"	"Reads"	"Reads"	0.311732677367416	-0.0299366818476919	0.163106189495203	0.0447690557319383	0.120562430493082	0.0447690557319383	0.0949482692562558	NA	"abundance"	64	63
"Ammoniphilus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.18784294221668	0	0.592033133473793	0.044815809836848	0.120562430493082	0.0876231628623634	0.156517710761779	NA	"prevalence"	64	21
"Rugosimonospora"	"Reads"	"Reads"	"Reads"	2.53131707965994	0	1.26248679697569	0.0449604176712836	0.120647552947063	0.087899396185391	0.156601507456088	NA	"prevalence"	64	56
"Dactylosporangium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.458768599803116	0.361621063769622	0.375463953636863	0.0453390038063447	0.121358536504201	0.0453390038063447	0.0955795215376995	NA	"abundance"	64	64
"Janthinobacterium"	"Reads"	"Reads"	"Reads"	4.31238300665328	0	2.16256066711575	0.0461400773497598	0.123194006523859	0.0901512479616777	0.158611970097989	NA	"prevalence"	64	62
"Chryseolinea"	"Reads"	"Reads"	"Reads"	-0.706415112659418	-0.0299366818476919	0.329959037223024	0.0464273188945048	0.123651811918531	0.0906991418492776	0.159176993945482	NA	"abundance"	64	55
"Streptomyces"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.29379505960744	0.361621063769622	0.33835906539158	0.0469029866106369	0.124052585757778	0.0469029866106369	0.0985805287445123	NA	"abundance"	64	64
"Bauldia"	"Reads"	"Reads"	"Reads"	0.239156477399459	-0.0299366818476919	0.127245196967747	0.0470926234184824	0.124184992125776	0.0470926234184824	0.0986836466858945	NA	"abundance"	64	64
"Rhodovarius"	"Reads"	"Reads"	"Reads"	0.877095769746087	-0.0299366818476919	0.415622790557061	0.0472829896321376	0.124379884056953	0.0923302981557223	0.16123350573462	NA	"abundance"	64	17
"Microcoleus"	"Reads"	"Reads"	"Reads"	1.20718310603343	-0.0299366818476919	0.597906936162293	0.0476618557885211	0.125068456958576	0.0930520590798364	0.161689468995161	NA	"abundance"	64	33
"Panacagrimonas"	"Reads"	"Reads"	"Reads"	0.709436515654222	0	0.358511982022855	0.0478344426836872	0.125213688201416	0.0933807514605154	0.161859969198227	NA	"prevalence"	64	16
"Emticicia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.16921483605485	0	0.591527586723975	0.0480865928699568	0.12556596866776	0.0480865928699568	0.100466631531874	NA	"prevalence"	64	33
"Chlorochromatium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.627283194813021	0.361621063769622	0.466491979928046	0.0482058507083018	0.125570362332845	0.0940878973740925	0.162284284905683	NA	"abundance"	64	50
"Effusibacillus"	"Reads"	"Reads"	"Reads"	-3.00043536258302	-0.0299366818476919	1.24478423405351	0.0485235514011521	0.12609039634168	0.0847416238478665	0.152144808033766	NA	"abundance"	64	10
"Clostridium_sensu_stricto_13"	"Reads"	"Reads"	"Reads"	2.98625439170255	0	1.52639962361793	0.050417576523508	0.130694106133754	0.0982932210245122	0.168708658090972	NA	"prevalence"	64	62
"Gemmata"	"Reads"	"Reads"	"Reads"	-0.309701587565436	-0.0299366818476919	0.135788070569503	0.0507878193718631	0.131335087382929	0.0507878193718631	0.103944749851452	NA	"abundance"	64	64
"Acidicapsa"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	2.61652857325914	0	1.3427359402403	0.0513366863667613	0.132433770627297	0.100037917366403	0.170867683676923	NA	"prevalence"	64	58
"Panacagrimonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.45902734587481	0.361621063769622	0.840719012064226	0.0522264388258497	0.134404425701223	0.101725276739269	0.172908339639145	NA	"abundance"	64	16
"Anaeromyxobacter"	"Reads"	"Reads"	"Reads"	0.409566046197635	-0.0299366818476919	0.219777774579841	0.052597176650555	0.134709315738112	0.052597176650555	0.106649309092972	NA	"abundance"	64	64
"Dokdonella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.23382329829373	0.361621063769622	0.41687112038869	0.0525303000123436	0.134709315738112	0.0525303000123436	0.106649309092972	NA	"abundance"	64	64
"Alkanindiges"	"Reads"	"Reads"	"Reads"	1.12471549388793	0	0.582663399685607	0.053569606185777	0.136871625374186	0.053569606185777	0.107759938433901	NA	"prevalence"	64	22
"Emticicia"	"Reads"	"Reads"	"Reads"	0.635869519642316	0	0.329974726830284	0.0539765251142319	0.137582169026252	0.0539765251142319	0.10808130821706	NA	"prevalence"	64	33
"Pir4_lineage"	"Reads"	"Reads"	"Reads"	-0.42393320206214	-0.0299366818476919	0.197346213476484	0.054246511353731	0.137613477733455	0.105550338713412	0.177689059416822	NA	"abundance"	64	63
"Larkinella"	"Reads"	"Reads"	"Reads"	0.92814139296316	0	0.481945329883379	0.0541264806491443	0.137613477733455	0.105323285390826	0.177689059416822	NA	"prevalence"	64	51
"Candidatus_Koribacter"	"Reads"	"Reads"	"Reads"	0.275850146810308	-0.0299366818476919	0.152328965746827	0.0551581494275524	0.139594558266886	0.0551581494275524	0.110002900278812	NA	"abundance"	64	63
"Endobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.10625404579207	0	0.577640263374676	0.0554764017310381	0.140068078129429	0.107875172313053	0.18116835158795	NA	"prevalence"	64	30
"Talaromyces_phialosporus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.79495995130181	0.361621063769622	0.744761493659699	0.0560418336809569	0.141100707467948	0.0357134663371259	0.0804878422281353	NA	"abundance"	64	29
"Bacteriovorax"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.45948648481556	0	0.76418004449979	0.0561496260991365	0.141100707467948	0.1091464716872	0.182430531248606	NA	"prevalence"	64	47
"Uliginosibacterium"	"Reads"	"Reads"	"Reads"	1.2053881011461	0	0.63310467772717	0.0569190725826711	0.142364331424573	0.110598364341671	0.183981165326666	NA	"prevalence"	64	55
"Duganella"	"Reads"	"Reads"	"Reads"	-0.52453941677658	-0.0299366818476919	0.25307811158453	0.0572882303397825	0.142619650356382	0.0572882303397825	0.113927302262117	NA	"abundance"	64	64
"Salinibacterium"	"Reads"	"Reads"	"Reads"	2.29567101639729	0	1.20701597099392	0.0571791008297182	0.142619650356382	0.111088752087741	0.184360056656252	NA	"prevalence"	64	61
"Dyadobacter"	"Reads"	"Reads"	"Reads"	-0.547360336753512	-0.0299366818476919	0.266091226555262	0.0586285511222882	0.145616959531637	0.113819795237878	0.188446925134411	NA	"abundance"	64	60
"bacterium_enrichment_culture_clone_heteroC45_4W"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.49784589002763	0.361621063769622	0.916251119279376	0.0588780605690266	0.145741463370766	0.00041426138818544	0.00282341256802115	NA	"abundance"	64	29
"Tahibacter"	"Reads"	"Reads"	"Reads"	1.40647459400839	0	0.744736197277363	0.0589516031612087	0.145741463370766	0.114427914807141	0.189007991046148	NA	"prevalence"	64	56
"Actinoplanes"	"Reads"	"Reads"	"Reads"	0.22066977287781	-0.0299366818476919	0.125550093148357	0.0593706200935279	0.145757411198341	0.0593706200935279	0.116201992950575	NA	"abundance"	64	64
"Blastococcus"	"Reads"	"Reads"	"Reads"	0.221582258239752	-0.0299366818476919	0.12660594711048	0.0594252357111914	0.145757411198341	0.0594252357111914	0.116201992950575	NA	"abundance"	64	64
"Sediminibacterium"	"Reads"	"Reads"	"Reads"	-0.489886345739237	-0.0299366818476919	0.235946136942146	0.0592765321331531	0.145757411198341	0.115039357004574	0.189571898162466	NA	"abundance"	64	57
"Endobacter"	"Reads"	"Reads"	"Reads"	0.800419128316061	0	0.424749180725137	0.0595039618749782	0.145757411198341	0.115467202271138	0.189831325513673	NA	"prevalence"	64	30
"Luteibacter"	"Reads"	"Reads"	"Reads"	0.342815667476229	-0.0299366818476919	0.191707618144781	0.0608147761661546	0.148288084350349	0.0608147761661546	0.118588813524001	NA	"abundance"	64	64
"Prosthecobacter"	"Reads"	"Reads"	"Reads"	2.22803083692261	0	1.19086446739737	0.0613539950388178	0.149262110937261	0.118943677370412	0.194635108424311	NA	"prevalence"	64	61
"Lysinimonas"	"Reads"	"Reads"	"Reads"	-0.333077785867908	-0.0299366818476919	0.155350377029905	0.061857208641378	0.149852968317438	0.061857208641378	0.119955139409523	NA	"abundance"	64	64
"Goodfellowiella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.59855051051391	0	0.856134305568634	0.0618774897265826	0.149852968317438	0.119926155718302	0.195786421661042	NA	"prevalence"	64	56
"Methylorosula"	"Reads"	"Reads"	"Reads"	1.03354266099821	0	0.554379529739606	0.0622763200653829	0.150137945439795	0.12067430008988	0.196095737646055	NA	"prevalence"	64	55
"Schlesneria"	"Reads"	"Reads"	"Reads"	2.90109554478227	0	1.55552669809036	0.0621779573030306	0.150137945439795	0.120489816231684	0.196095737646055	NA	"prevalence"	64	58
"Acidothermus"	"Reads"	"Reads"	"Reads"	0.360068340206227	-0.0299366818476919	0.202983099114463	0.0627331045181889	0.150673201947053	0.0627331045181889	0.121318565762448	NA	"abundance"	64	64
"Sphingopyxis"	"Reads"	"Reads"	"Reads"	3.04505469765979	0	1.63647261218891	0.062780500811272	0.150673201947053	0.12161961034043	0.197175442168549	NA	"prevalence"	64	59
"Micromonospora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.51546210598905	0	1.36038627325548	0.0644463620495867	0.154324472351925	0.00519900002817874	0.019629870554776	NA	"prevalence"	64	53
"Verrucomicrobium"	"Reads"	"Reads"	"Reads"	0.591462520629944	0	0.321042212009569	0.0654283411272897	0.156325432492048	0.0654283411272897	0.125493703473654	NA	"prevalence"	64	27
"Geminicoccus"	"Reads"	"Reads"	"Reads"	0.410446476712535	-0.0299366818476919	0.231541928025267	0.0659182947960514	0.15660362200828	0.0308892521352851	0.073010959592492	NA	"abundance"	64	50
"Leifsonia"	"Reads"	"Reads"	"Reads"	0.237844355856401	-0.0299366818476919	0.138819411550092	0.0662779374042534	0.15660362200828	0.128163109821945	0.20588215811214	NA	"abundance"	64	62
"Variovorax"	"Reads"	"Reads"	"Reads"	0.22553296585206	-0.0299366818476919	0.131914869329198	0.0660834841174771	0.15660362200828	0.0660834841174771	0.126061428941492	NA	"abundance"	64	64
"Lapillicoccus"	"Reads"	"Reads"	"Reads"	1.16101720665188	0	0.631588996447959	0.0660258703710701	0.15660362200828	0.127692325183883	0.20588215811214	NA	"prevalence"	64	43
"Staphylococcus"	"Reads"	"Reads"	"Reads"	0.726329503666524	0	0.395470211529096	0.0662656377443055	0.15660362200828	0.128140140742952	0.20588215811214	NA	"prevalence"	64	17
"Acidiphilium"	"Reads"	"Reads"	"Reads"	0.212880446261618	-0.0299366818476919	0.125199165655683	0.0666394039045555	0.157110117814714	0.0666394039045555	0.126434760921616	NA	"abundance"	64	64
"Aquipuribacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.61830687753572	0	0.884200326877539	0.0672126945421994	0.15811268231513	0.129907842776776	0.20820846034086	NA	"prevalence"	64	13
"Steroidobacter"	"Reads"	"Reads"	"Reads"	0.257480560935831	-0.0299366818476919	0.150245228170288	0.0676558318132799	0.158805337091391	0.0676558318132799	0.128017234320546	NA	"abundance"	64	63
"Rhodobacter"	"Reads"	"Reads"	"Reads"	0.729142435732043	0	0.399469638130865	0.0679593550750691	0.159167963202136	0.131300236207919	0.209330490124309	NA	"prevalence"	64	18
"Candidatus_Entotheonella"	"Reads"	"Reads"	"Reads"	-0.808163991359408	-0.0299366818476919	0.415372118242102	0.0681873447772386	0.159279069076287	0.0494213728030889	0.101788216557897	NA	"abundance"	64	48
"Terriglobus"	"Reads"	"Reads"	"Reads"	0.477969022778021	-0.0299366818476919	0.271016134078674	0.0683121627688984	0.159279069076287	0.0158008121515534	0.0453784904966749	NA	"abundance"	64	60
"Dyella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.36427823955203	0	0.748778482604112	0.0684542066535728	0.159279069076287	0.0684542066535728	0.128833386248815	NA	"prevalence"	64	17
"Pantoea"	"Reads"	"Reads"	"Reads"	1.07191463652021	0	0.58897957628034	0.06876629461241	0.159657397056639	0.132803785950099	0.210447534394965	NA	"prevalence"	64	55
"Uliginosibacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.5702559519762	0.361621063769622	0.638489591044309	0.0700461865499521	0.162276197907481	0.015654117135611	0.0452230050584317	NA	"abundance"	64	55
"Polynucleobacter"	"Reads"	"Reads"	"Reads"	-0.477921142250373	-0.0299366818476919	0.231657973794377	0.0706687316748336	0.16336408101455	0.136343393713138	0.215569960330231	NA	"abundance"	64	23
"Marmoricola"	"Reads"	"Reads"	"Reads"	0.195980750110984	-0.0299366818476919	0.118467821727207	0.0714627829528626	0.164842877308115	0.0714627829528626	0.133391871291822	NA	"abundance"	64	64
"Lysinibacillus"	"Reads"	"Reads"	"Reads"	0.54967638102906	-0.0299366818476919	0.315075473837379	0.0721340536832555	0.166032692529562	0.0721340536832555	0.133963242554617	NA	"abundance"	64	64
"Endobacter"	"Reads"	"Reads"	"Reads"	0.57432065259976	-0.0299366818476919	0.321839742248883	0.0725480508867401	0.166286648983319	0.115467202271138	0.189831325513673	NA	"abundance"	64	30
"Brevundimonas"	"Reads"	"Reads"	"Reads"	2.73594798566357	0	1.52368305174253	0.0725557850432832	0.166286648983319	0.139847228143319	0.220118282862355	NA	"prevalence"	64	61
"Undibacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.420954284121	0	0.794112427536519	0.0735565993337515	0.168219374921727	0.141702625361957	0.222042953134138	NA	"prevalence"	64	15
"Terrabacter"	"Reads"	"Reads"	"Reads"	3.06641434040855	0	1.71626598576363	0.0739895787219823	0.168848012980934	0.142504699684508	0.222802448059075	NA	"prevalence"	64	59
"Oryzihumus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-2.93870016880275	0.361621063769622	0.4714324389768	0.0743209679681001	0.168934431833309	0.143118329656485	0.223264594264116	NA	"abundance"	64	58
"Incertae_Sedis"	"Reads"	"Reads"	"Reads"	0.567058205294184	0	0.317770157820593	0.0743438042712128	0.168934431833309	0.0743438042712128	0.136559684207163	NA	"prevalence"	64	34
"Cohnella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.933693627281745	0.361621063769622	0.698985490702448	0.0749047954694139	0.169847816478416	0.144198862554513	0.224451444597047	NA	"abundance"	64	62
"Agaricicola"	"Reads"	"Reads"	"Reads"	2.27902264969742	0	1.28042635701947	0.075093378931559	0.169914679446833	8.0520878348316e-05	0.000706570707506473	NA	"prevalence"	64	60
"Legionella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.36650917334485	0.361621063769622	0.469241714093058	0.0761813544799062	0.172012022377463	0.0761813544799062	0.138547437422006	NA	"abundance"	64	64
"Geminicoccus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.59554465521756	0	0.900364043758657	0.0763762016650794	0.172088150587141	0.146919079149374	0.227675923979825	NA	"prevalence"	64	50
"Paucimonas"	"Reads"	"Reads"	"Reads"	0.491071059446829	-0.0299366818476919	0.288216510167438	0.0776500983727441	0.174590115920191	0.149270658968191	0.229798251306295	NA	"abundance"	64	62
"Gaiella"	"Reads"	"Reads"	"Reads"	-0.35315607687818	-0.0299366818476919	0.177249528880421	0.078796097697333	0.176423967171387	0.078796097697333	0.142932456288185	NA	"abundance"	64	64
"Pir4_lineage"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.927254166897302	0.361621063769622	0.481983511458306	0.0793897428531516	0.177381266458506	0.152476754436014	0.23422030987764	NA	"abundance"	64	63
"Alsobacter"	"Reads"	"Reads"	"Reads"	1.14357620063853	0	0.652933013602477	0.079869303536134	0.17780069255549	0.153359501424921	0.235061943232084	NA	"prevalence"	64	57
"Neochlamydia"	"Reads"	"Reads"	"Reads"	0.549495393124303	0	0.313781118414802	0.0799104236204451	0.17780069255549	0.0203436809346893	0.0540956970308784	NA	"prevalence"	64	25
"Acidisoma"	"Reads"	"Reads"	"Reads"	2.82396167688598	0	1.61555798819695	0.0804676380806144	0.177928441967073	0.0243386755682811	0.0614595332695442	NA	"prevalence"	64	62
"Aureimonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.29141681549004	0	0.738056113229751	0.0801607294057221	0.177928441967073	0.153895716272587	0.235369919005133	NA	"prevalence"	64	54
"Nitratireductor"	"Reads"	"Reads"	"Reads"	2.82396167688598	0	1.61555798819695	0.0804676380806144	0.177928441967073	0.154460235382956	0.235719750519207	NA	"prevalence"	64	62
"Chitinophaga"	"Reads"	"Reads"	"Reads"	2.43876940689219	0	1.39946535835271	0.0813958820084708	0.179609095010427	0.156166474409005	0.237291915660436	NA	"prevalence"	64	62
"Bordetella"	"Reads"	"Reads"	"Reads"	0.574877742906132	0	0.330791792173074	0.0822312661683357	0.181078334572748	0.157700551201024	0.238590058067066	NA	"prevalence"	64	39
"Nevskia"	"Reads"	"Reads"	"Reads"	0.485742415083305	-0.0299366818476919	0.290631246752796	0.0845020313307469	0.185219492726174	0.0107461305632176	0.0330867704183279	NA	"abundance"	64	47
"Aureimonas"	"Reads"	"Reads"	"Reads"	0.967554688603954	0	0.561090066052486	0.0846321277625217	0.185219492726174	0.0540406541085299	0.10808130821706	NA	"prevalence"	64	54
